date,new_cases,total_cases,new_deaths,total_deaths
2020-02-03,1,1,0.0,0.0
2020-02-04,0,1,0.0,0.0
2020-02-05,0,1,0.0,0.0
2020-02-06,0,1,0.0,0.0
2020-02-07,0,1,0.0,0.0
2020-02-08,0,1,0.0,0.0
2020-02-09,0,1,0.0,0.0
2020-02-10,1,2,0.0,0.0
2020-02-11,4,6,0.0,0.0
2020-02-12,0,6,0.0,0.0
2020-02-13,1,7,0.0,0.0
2020-02-14,0,7,0.0,0.0
2020-02-15,0,7,0.0,0.0
2020-02-16,0,7,0.0,0.0
2020-02-17,1,8,0.0,0.0
2020-02-18,0,8,0.0,0.0
2020-02-19,0,8,0.0,0.0
2020-02-20,0,8,0.0,0.0
2020-02-21,1,9,0.0,0.0
2020-02-22,0,9,0.0,0.0
2020-02-23,3,12,0.0,0.0
2020-02-24,1,13,0.0,0.0
2020-02-25,1,14,0.0,0.0
2020-02-26,0,14,0.0,0.0
2020-02-27,1,15,0.0,0.0
2020-02-28,0,15,0.0,0.0
2020-02-29,1,16,0.0,0.0
2020-03-01,3,19,0.0,0.0
2020-03-02,12,31,0.0,0.0
2020-03-03,6,37,0.0,0.0
2020-03-04,15,52,0.0,0.0
2020-03-05,13,65,0.0,0.0
2020-03-06,23,88,0.0,0.0
2020-03-07,14,102,0.0,0.0
2020-03-08,22,124,0.0,0.0
2020-03-09,54,178,2.0,2.0
2020-03-10,95,273,1.0,3.0
2020-03-11,183,456,3.0,6.0
2020-03-12,167,623,6.0,12.0
2020-03-13,138,761,6.0,18.0
2020-03-14,149,910,11.0,29.0
2020-03-15,165,1075,8.0,37.0
2020-03-16,237,1312,15.0,52.0
2020-03-17,310,1622,24.0,76.0
2020-03-18,357,1979,26.0,102.0
2020-03-19,332,2311,25.0,127.0
2020-03-20,424,2735,46.0,173.0
2020-03-21,348,3083,46.0,219.0
2020-03-22,439,3522,53.0,272.0
2020-03-23,685,4207,56.0,328.0
2020-03-24,636,4843,87.0,415.0
2020-03-25,752,5595,119.0,534.0
2020-03-26,740,6335,123.0,657.0
2020-03-27,818,7153,128.0,785.0
2020-03-28,577,7730,119.0,904.0
2020-03-29,596,8326,144.0,1048.0
2020-03-30,848,9174,148.0,1196.0
2020-03-31,935,10109,181.0,1377.0
2020-04-01,977,11086,189.0,1566.0
2020-04-02,1063,12149,193.0,1759.0
2020-04-03,985,13134,192.0,1951.0
2020-04-04,765,13899,225.0,2176.0
2020-04-05,636,14535,196.0,2372.0
2020-04-06,858,15393,197.0,2569.0
2020-04-07,946,16339,221.0,2790.0
2020-04-08,867,17206,232.0,3022.0
2020-04-09,791,17997,200.0,3222.0
2020-04-10,622,18619,174.0,3396.0
2020-04-11,518,19137,164.0,3560.0
2020-04-12,502,19639,169.0,3729.0
2020-04-13,601,20240,170.0,3899.0
2020-04-14,600,20840,143.0,4042.0
2020-04-15,657,21497,147.0,4189.0
2020-04-16,574,22071,138.0,4327.0
2020-04-17,577,22648,110.0,4437.0
2020-04-18,401,23049,118.0,4555.0
2020-04-19,398,23447,116.0,4671.0
2020-04-20,425,23872,97.0,4768.0
2020-04-21,463,24335,105.0,4873.0
2020-04-22,399,24734,110.0,4983.0
2020-04-23,520,25254,80.0,5063.0
2020-04-24,375,25629,75.0,5138.0
2020-04-25,332,25961,57.0,5195.0
2020-04-26,310,26271,62.0,5257.0
2020-04-27,418,26689,55.0,5312.0
2020-04-28,311,27000,58.0,5370.0
2020-04-29,432,27432,52.0,5422.0
2020-04-30,426,27858,45.0,5467.0
2020-05-01,355,28213,42.0,5509.0
2020-05-02,248,28461,52.0,5561.0
2020-05-03,170,28631,43.0,5604.0
2020-05-04,245,28876,37.0,5641.0
2020-05-05,216,29092,34.0,5675.0
2020-05-06,267,29359,43.0,5718.0
2020-05-07,273,29632,28.0,5746.0
2020-05-08,208,29840,30.0,5776.0
2020-05-09,128,29968,25.0,5801.0
2020-05-10,123,30091,27.0,5828.0
2020-05-11,160,30251,23.0,5851.0
2020-05-12,191,30442,15.0,5866.0
2020-05-13,203,30645,12.0,5878.0
2020-05-14,159,30804,17.0,5895.0
2020-05-15,132,30936,18.0,5913.0
2020-05-16,74,31010,10.0,5923.0
2020-05-17,79,31089,14.0,5937.0
2020-05-18,113,31202,13.0,5950.0
2020-05-19,128,31330,20.0,5970.0
2020-05-20,141,31471,16.0,5986.0
2020-05-21,157,31628,12.0,5998.0
2020-05-22,86,31714,8.0,6006.0
2020-05-23,64,31778,6.0,6012.0
2020-05-24,51,31829,6.0,6018.0
2020-05-25,58,31887,9.0,6027.0
2020-05-26,64,31951,11.0,6038.0
2020-05-27,83,32034,8.0,6046.0
2020-05-28,74,32108,9.0,6055.0
2020-05-29,57,32165,5.0,6060.0
2020-05-30,38,32203,7.0,6067.0
2020-05-31,37,32240,5.0,6072.0
2020-06-01,50,32290,5.0,6077.0
2020-06-02,50,32340,7.0,6084.0
2020-06-03,78,32418,6.0,6090.0
2020-06-04,57,32475,6.0,6096.0
2020-06-05,46,32521,2.0,6098.0
2020-06-06,46,32567,3.0,6101.0
2020-06-07,45,32612,5.0,6106.0
2020-06-08,55,32667,8.0,6114.0
2020-06-09,71,32738,2.0,6116.0
2020-06-10,52,32790,6.0,6122.0
2020-06-11,46,32836,5.0,6127.0
2020-06-12,53,32889,5.0,6132.0
2020-06-13,39,32928,1.0,6133.0
2020-06-14,30,32958,2.0,6135.0
2020-06-15,40,32998,3.0,6138.0
2020-06-16,47,33045,1.0,6139.0
2020-06-17,42,33087,1.0,6140.0
2020-06-18,47,33134,0.0,6140.0
2020-06-19,38,33172,2.0,6142.0
2020-06-20,29,33201,2.0,6144.0
2020-06-21,26,33227,2.0,6146.0
2020-06-22,53,33280,3.0,6149.0
2020-06-23,50,33330,0.0,6149.0
2020-06-24,46,33376,4.0,6153.0
2020-06-25,58,33434,1.0,6154.0
2020-06-26,48,33482,0.0,6154.0
2020-06-27,32,33514,0.0,6154.0
2020-06-28,22,33536,1.0,6155.0
2020-06-29,59,33595,1.0,6156.0
2020-06-30,52,33647,1.0,6157.0
2020-07-01,43,33690,1.0,6158.0
2020-07-02,43,33733,2.0,6160.0
2020-07-03,38,33771,1.0,6161.0
2020-07-04,32,33803,1.0,6162.0
2020-07-05,52,33855,3.0,6165.0
2020-07-06,55,33910,3.0,6168.0
2020-07-07,60,33970,1.0,6169.0
2020-07-08,59,34029,3.0,6172.0
2020-07-09,54,34083,2.0,6174.0
2020-07-10,39,34122,0.0,6174.0
2020-07-11,20,34142,3.0,6177.0
2020-07-12,38,34180,1.0,6178.0
2020-07-13,85,34265,1.0,6179.0
2020-07-14,63,34328,0.0,6179.0
2020-07-15,76,34404,1.0,6180.0
2020-07-16,70,34474,0.0,6180.0
2020-07-17,48,34522,2.0,6182.0
2020-07-18,48,34570,0.0,6182.0
2020-07-19,42,34612,0.0,6182.0
2020-07-20,102,34714,0.0,6182.0
2020-07-21,81,34795,0.0,6182.0
2020-07-22,85,34880,0.0,6182.0
2020-07-23,70,34950,2.0,6184.0
2020-07-24,84,35034,0.0,6184.0
2020-07-25,57,35091,0.0,6184.0
2020-07-26,64,35155,0.0,6184.0
2020-07-27,101,35256,2.0,6186.0
2020-07-28,100,35356,0.0,6186.0
2020-07-29,103,35459,0.0,6186.0
2020-07-30,104,35563,0.0,6186.0
2020-07-31,77,35640,2.0,6188.0
2020-08-01,59,35699,2.0,6190.0
2020-08-02,76,35775,1.0,6191.0
2020-08-03,89,35864,0.0,6191.0
2020-08-04,106,35970,0.0,6191.0
2020-08-05,119,36089,0.0,6191.0
2020-08-06,108,36197,0.0,6191.0
2020-08-07,126,36323,0.0,6191.0
2020-08-08,56,36379,1.0,6192.0
2020-08-09,69,36448,0.0,6192.0
2020-08-10,147,36595,1.0,6193.0
2020-08-11,150,36745,1.0,6194.0
2020-08-12,165,36910,0.0,6194.0
2020-08-13,126,37036,2.0,6196.0
2020-08-14,131,37167,0.0,6196.0
2020-08-15,106,37273,0.0,6196.0
2020-08-16,88,37361,0.0,6196.0
2020-08-17,190,37551,2.0,6198.0
2020-08-18,184,37735,1.0,6199.0
2020-08-19,154,37889,0.0,6199.0
2020-08-20,208,38097,1.0,6200.0
2020-08-21,170,38267,0.0,6200.0
2020-08-22,120,38387,1.0,6201.0
2020-08-23,141,38528,0.0,6201.0
2020-08-24,198,38726,0.0,6201.0
2020-08-25,170,38896,1.0,6202.0
2020-08-26,165,39061,0.0,6202.0
2020-08-27,232,39293,0.0,6202.0
2020-08-28,223,39516,0.0,6202.0
2020-08-29,139,39655,0.0,6202.0
2020-08-30,132,39787,0.0,6202.0
2020-08-31,217,40004,1.0,6203.0
2020-09-01,316,40320,0.0,6203.0
2020-09-02,343,40663,1.0,6204.0
2020-09-03,348,41011,1.0,6205.0
2020-09-04,359,41370,0.0,6205.0
2020-09-05,271,41641,0.0,6205.0
2020-09-06,209,41850,2.0,6207.0
2020-09-07,464,42314,0.0,6207.0
2020-09-08,351,42665,0.0,6207.0
2020-09-09,347,43012,0.0,6207.0
2020-09-10,397,43409,2.0,6209.0
2020-09-11,335,43744,3.0,6212.0
2020-09-12,232,43976,0.0,6212.0
2020-09-13,112,44088,0.0,6212.0
2020-09-14,304,44392,0.0,6212.0
2020-09-15,272,44664,1.0,6213.0
2020-09-16,294,44958,2.0,6215.0
2020-09-17,328,45286,4.0,6219.0
2020-09-18,386,45672,1.0,6220.0
2020-09-19,342,46014,3.0,6223.0
2020-09-20,415,46429,4.0,6227.0
2020-09-21,434,46863,4.0,6231.0
2020-09-22,525,47388,6.0,6237.0
2020-09-23,658,48046,7.0,6244.0
2020-09-24,602,48648,2.0,6246.0
2020-09-25,607,49255,1.0,6247.0
2020-09-26,552,49807,2.0,6249.0
2020-09-27,535,50342,2.0,6251.0
2020-09-28,744,51086,5.0,6256.0
2020-09-29,705,51791,9.0,6265.0
2020-09-30,1006,52797,6.0,6271.0
2020-10-01,1076,53873,5.0,6276.0
2020-10-02,1040,54913,3.0,6279.0
2020-10-03,800,55713,2.0,6281.0
2020-10-04,834,56547,2.0,6283.0
2020-10-05,1298,57845,9.0,6292.0
2020-10-06,1168,59013,5.0,6297.0
2020-10-07,1425,60438,6.0,6303.0
2020-10-08,1481,61919,6.0,6309.0
2020-10-09,1362,63281,7.0,6316.0
2020-10-10,881,64162,6.0,6322.0
2020-10-11,745,64907,4.0,6326.0
2020-10-12,1590,66497,6.0,6332.0
2020-10-13,1440,67937,5.0,6337.0
2020-10-14,1638,69575,4.0,6341.0
2020-10-15,1740,71315,12.0,6353.0
2020-10-16,1685,73000,7.0,6360.0
2020-10-17,1117,74117,4.0,6364.0
2020-10-18,1308,75425,6.0,6370.0
2020-10-19,2359,77784,11.0,6381.0
2020-10-20,2336,80120,7.0,6388.0
2020-10-21,2376,82496,15.0,6403.0
2020-10-22,2200,84696,11.0,6414.0
2020-10-23,2043,86739,6.0,6420.0
2020-10-24,1458,88197,18.0,6438.0
2020-10-25,1303,89500,11.0,6449.0
2020-10-26,2561,92061,12.0,6461.0
2020-10-27,2111,94172,14.0,6475.0
2020-10-28,1996,96168,21.0,6496.0
2020-10-29,2030,98198,12.0,6508.0
2020-10-30,1895,100093,14.0,6522.0
2020-10-31,1403,101496,8.0,6530.0
2020-11-01,1226,102722,17.0,6547.0
2020-11-02,2965,105687,19.0,6566.0
2020-11-03,2162,107849,13.0,6579.0
2020-11-04,2084,109933,16.0,6595.0
2020-11-05,2115,112048,15.0,6610.0
2020-11-06,2145,114193,16.0,6626.0
2020-11-07,1667,115860,23.0,6649.0
2020-11-08,1792,117652,20.0,6669.0
2020-11-09,3128,120780,29.0,6698.0
2020-11-10,2776,123556,15.0,6713.0
2020-11-11,2961,126517,12.0,6725.0
2020-11-12,2890,129407,20.0,6745.0
2020-11-13,2744,132151,13.0,6758.0
2020-11-14,1960,134111,20.0,6778.0
2020-11-15,1830,135941,19.0,6797.0
2020-11-16,3117,139058,30.0,6827.0
2020-11-17,2597,141655,30.0,6857.0
2020-11-18,2488,144143,21.0,6878.0
2020-11-19,2212,146355,27.0,6905.0
2020-11-20,2152,148507,28.0,6933.0
2020-11-21,1514,150021,20.0,6953.0
2020-11-22,1508,151529,29.0,6982.0
2020-11-23,2430,153959,18.0,7000.0
2020-11-24,2179,156138,30.0,7030.0
2020-11-25,2265,158403,39.0,7069.0
2020-11-26,2092,160495,29.0,7098.0
2020-11-27,2234,162729,21.0,7119.0
2020-11-28,1654,164383,33.0,7152.0
2020-11-29,1670,166053,49.0,7201.0
2020-11-30,2720,168773,26.0,7227.0
2020-12-01,2489,171262,22.0,7249.0
2020-12-02,2839,174101,28.0,7277.0
2020-12-03,2487,176588,35.0,7312.0
2020-12-04,2964,179552,33.0,7345.0
2020-12-05,2277,181829,27.0,7372.0
2020-12-06,2445,184274,27.0,7399.0
2020-12-07,3749,188023,35.0,7434.0
2020-12-08,3759,191782,35.0,7469.0
2020-12-09,4462,196244,30.0,7499.0
2020-12-10,5080,201324,28.0,7527.0
2020-12-11,5538,206862,27.0,7554.0
2020-12-12,4749,211611,41.0,7595.0
2020-12-13,5571,217182,29.0,7624.0
2020-12-14,8438,225620,37.0,7661.0
2020-12-15,8974,234594,45.0,7706.0
2020-12-16,10165,244759,30.0,7736.0
2020-12-17,10317,255076,61.0,7797.0
2020-12-18,11002,266078,43.0,7840.0
2020-12-19,7289,273367,48.0,7888.0
2020-12-20,9078,282445,52.0,7940.0
2020-12-21,13495,295940,63.0,8003.0
2020-12-22,13569,309509,75.0,8078.0
2020-12-23,12532,322041,70.0,8148.0
2020-12-24,9594,331635,67.0,8215.0
2020-12-25,4413,336048,90.0,8305.0
2020-12-26,12085,348133,93.0,8398.0
2020-12-27,13364,361497,104.0,8502.0
2020-12-28,10880,372377,103.0,8605.0
2020-12-29,20265,392642,111.0,8716.0
2020-12-30,17658,410300,126.0,8842.0
2020-12-31,12667,422967,129.0,8971.0
2021-01-01,6889,429856,137.0,9108.0
2021-01-02,13941,443797,146.0,9254.0
2021-01-03,13397,457194,138.0,9392.0
2021-01-04,17652,474846,162.0,9554.0
2021-01-05,14895,489741,177.0,9731.0
2021-01-06,13885,503626,161.0,9892.0
2021-01-07,12354,515980,186.0,10078.0
2021-01-08,10770,526750,176.0,10254.0
2021-01-09,8960,535710,179.0,10433.0
2021-01-10,7641,543351,194.0,10627.0
2021-01-11,11844,555195,185.0,10812.0
2021-01-12,10081,565276,193.0,11005.0
2021-01-13,9510,574786,201.0,11206.0
2021-01-14,9159,583945,197.0,11403.0
2021-01-15,8397,592342,183.0,11586.0
2021-01-16,6311,598653,200.0,11786.0
2021-01-17,5523,604176,208.0,11994.0
2021-01-18,8516,612692,203.0,12197.0
2021-01-19,7213,619905,209.0,12406.0
2021-01-20,6377,626282,186.0,12592.0
2021-01-21,5944,632226,183.0,12775.0
2021-01-22,5740,637966,160.0,12935.0
2021-01-23,4259,642225,159.0,13094.0
2021-01-24,3199,645424,152.0,13246.0
2021-01-25,5104,650528,155.0,13401.0
2021-01-26,4293,654821,126.0,13527.0
2021-01-27,4314,659135,129.0,13656.0
2021-01-28,3972,663107,125.0,13781.0
2021-01-29,3498,666605,123.0,13904.0
2021-01-30,2715,669320,86.0,13990.0
2021-01-31,2288,671608,101.0,14091.0
2021-02-01,3376,674984,93.0,14184.0
2021-02-02,3020,678004,98.0,14282.0
2021-02-03,2779,680783,109.0,14391.0
2021-02-04,2538,683321,67.0,14458.0
2021-02-05,2186,685507,92.0,14550.0
2021-02-06,1591,687098,76.0,14626.0
2021-02-07,1383,688481,65.0,14691.0
2021-02-08,1860,690341,66.0,14757.0
2021-02-09,1704,692045,57.0,14814.0
2021-02-10,1575,693620,65.0,14879.0
2021-02-11,1485,695105,44.0,14923.0
2021-02-12,1315,696420,41.0,14964.0
2021-02-13,897,697317,41.0,15005.0
2021-02-14,915,698232,37.0,15042.0
2021-02-15,1427,699659,44.0,15086.0
2021-02-16,1231,700890,42.0,15128.0
2021-02-17,1129,702019,41.0,15169.0
2021-02-18,1144,703163,37.0,15206.0
2021-02-19,1060,704223,33.0,15239.0
2021-02-20,823,705046,30.0,15269.0
2021-02-21,763,705809,38.0,15307.0
2021-02-22,1045,706854,21.0,15328.0
2021-02-23,957,707811,20.0,15348.0
2021-02-24,763,708574,21.0,15369.0
2021-02-25,665,709239,19.0,15388.0
2021-02-26,642,709881,15.0,15403.0
2021-02-27,528,710409,12.0,15415.0
2021-02-28,499,710908,10.0,15425.0
2021-03-01,576,711484,20.0,15445.0
2021-03-02,678,712162,14.0,15459.0
2021-03-03,596,712758,7.0,15466.0
2021-03-04,534,713292,12.0,15478.0
2021-03-05,515,713807,15.0,15493.0
2021-03-06,416,714223,13.0,15506.0
2021-03-07,425,714648,9.0,15515.0
2021-03-08,581,715229,7.0,15522.0
2021-03-09,616,715845,10.0,15532.0
2021-03-10,545,716390,10.0,15542.0
2021-03-11,472,716862,7.0,15549.0
2021-03-12,528,717390,1.0,15550.0
2021-03-13,383,717773,8.0,15558.0
2021-03-14,372,718145,6.0,15564.0
2021-03-15,617,718762,7.0,15571.0
2021-03-16,522,719284,5.0,15576.0
2021-03-17,477,719761,7.0,15583.0
2021-03-18,485,720246,3.0,15586.0
2021-03-19,452,720698,3.0,15589.0
2021-03-20,387,721085,2.0,15591.0
2021-03-21,479,721564,3.0,15594.0
2021-03-22,553,722117,7.0,15601.0
2021-03-23,489,722606,2.0,15603.0
2021-03-24,636,723242,6.0,15609.0
2021-03-25,471,723713,1.0,15610.0
2021-03-26,457,724170,2.0,15612.0
2021-03-27,322,724492,7.0,15619.0
2021-03-28,530,725022,2.0,15621.0
2021-03-29,428,725450,2.0,15623.0
2021-03-30,384,725834,2.0,15625.0
2021-03-31,322,726156,2.0,15627.0
2021-04-01,370,726526,3.0,15630.0
2021-04-02,271,726797,1.0,15631.0
2021-04-03,252,727049,4.0,15635.0
2021-04-04,221,727270,1.0,15636.0
2021-04-05,262,727532,1.0,15637.0
2021-04-06,359,727891,1.0,15638.0
2021-04-07,372,728263,2.0,15640.0
2021-04-08,330,728593,2.0,15642.0
2021-04-09,376,728969,1.0,15643.0
2021-04-10,293,729262,3.0,15646.0
2021-04-11,312,729574,3.0,15649.0
2021-04-12,353,729927,0.0,15649.0
2021-04-13,303,730230,2.0,15651.0
2021-04-14,295,730525,0.0,15651.0
2021-04-15,321,730846,2.0,15653.0
2021-04-16,332,731178,2.0,15655.0
2021-04-17,231,731409,1.0,15656.0
2021-04-18,395,731804,2.0,15658.0
2021-04-19,395,732199,3.0,15661.0
2021-04-20,377,732576,2.0,15663.0
2021-04-21,389,732965,1.0,15664.0
2021-04-22,327,733292,0.0,15664.0
2021-04-23,250,733542,1.0,15665.0
2021-04-24,247,733789,1.0,15666.0
2021-04-25,281,734070,2.0,15668.0
2021-04-26,325,734395,1.0,15669.0
2021-04-27,286,734681,3.0,15672.0
2021-04-28,307,734988,5.0,15677.0
2021-04-29,216,735204,0.0,15677.0
2021-04-30,240,735444,2.0,15679.0
2021-05-01,187,735631,1.0,15680.0
2021-05-02,183,735814,1.0,15681.0
2021-05-03,250,736064,1.0,15682.0
2021-05-04,316,736380,1.0,15683.0
2021-05-05,283,736663,3.0,15686.0
2021-05-06,300,736963,0.0,15686.0
2021-05-07,237,737200,3.0,15689.0
2021-05-08,191,737391,0.0,15689.0
2021-05-09,287,737678,0.0,15689.0
2021-05-10,362,738040,2.0,15691.0
2021-05-11,298,738338,1.0,15692.0
2021-05-12,233,738571,0.0,15692.0
2021-05-13,263,738834,0.0,15692.0
2021-05-14,251,739085,0.0,15692.0
2021-05-15,194,739279,2.0,15694.0
2021-05-16,224,739503,2.0,15696.0
2021-05-17,340,739843,0.0,15696.0
2021-05-18,329,740172,0.0,15696.0
2021-05-19,360,740532,0.0,15696.0
2021-05-20,329,740861,2.0,15698.0
2021-05-21,273,741134,0.0,15698.0
2021-05-22,249,741383,0.0,15698.0
2021-05-23,281,741664,2.0,15700.0
2021-05-24,380,742044,1.0,15701.0
2021-05-25,424,742468,1.0,15702.0
2021-05-26,485,742953,3.0,15705.0
2021-05-27,520,743473,1.0,15706.0
2021-05-28,430,743903,0.0,15706.0
2021-05-29,386,744289,1.0,15707.0
2021-05-30,401,744690,2.0,15709.0
2021-05-31,515,745205,0.0,15709.0
2021-06-01,713,745918,0.0,15709.0
2021-06-02,814,746732,1.0,15710.0
2021-06-03,797,747529,1.0,15711.0
2021-06-04,703,748232,2.0,15713.0
2021-06-05,598,748830,1.0,15714.0
2021-06-06,667,749497,2.0,15716.0
2021-06-07,1017,750514,0.0,15716.0
2021-06-08,1095,751609,2.0,15718.0
2021-06-09,1077,752686,2.0,15720.0
2021-06-10,996,753682,0.0,15720.0
2021-06-11,938,754620,0.0,15720.0
2021-06-12,772,755392,5.0,15725.0
2021-06-13,767,756159,1.0,15726.0
2021-06-14,1208,757367,0.0,15726.0
2021-06-15,1300,758667,1.0,15727.0
2021-06-16,1163,759830,2.0,15729.0
2021-06-17,1300,761130,2.0,15731.0
2021-06-18,1038,762168,4.0,15735.0
2021-06-19,924,763092,2.0,15737.0
2021-06-20,971,764063,1.0,15738.0
2021-06-21,1654,765717,2.0,15740.0
2021-06-22,1787,767504,0.0,15740.0
2021-06-23,1971,769475,0.0,15740.0
2021-06-24,1959,771434,3.0,15743.0
2021-06-25,2057,773491,4.0,15747.0
2021-06-26,1723,775214,0.0,15747.0
2021-06-27,1890,777104,4.0,15751.0
2021-06-28,2873,779977,0.0,15751.0
